40
30
487 274 46 245 212 240 260 229 316 344 390 252 326 149 328 441 453 31 393 399 72 364 244 238 179 0 213 405 396 286 54 215 265 83 361 98 323 355 211 196 
584 443 238 457 162 452 372 439 396 189 566 401 392 217 515 490 568 208 501 607 151 517 458 444 221 213 0 551 458 491 186 384 288 281 562 294 201 538 424 303 
147 138 431 386 415 379 182 282 193 546 105 155 213 334 148 240 95 384 104 282 469 45 324 431 335 405 551 0 207 245 459 522 308 327 218 433 496 132 341 248 
139 245 437 493 298 485 148 392 81 391 300 203 71 263 312 49 150 366 103 462 436 215 440 526 245 396 458 207 0 386 442 579 171 344 393 465 338 311 439 200 
387 141 284 147 420 141 258 62 322 571 163 188 344 319 99 432 336 284 311 116 358 204 86 196 341 286 491 245 386 0 332 307 377 210 79 257 532 121 115 267 
538 328 53 274 226 269 310 273 364 341 443 305 371 185 381 486 506 78 445 444 35 418 282 257 213 54 186 459 442 332 0 206 301 136 409 107 329 408 247 244 
639 385 170 171 427 173 432 250 499 548 463 393 514 361 395 628 596 245 548 382 240 477 222 124 392 215 384 522 579 307 206 0 474 237 381 120 534 422 192 385 
303 258 311 436 127 428 135 356 121 238 365 202 110 116 342 203 296 234 230 482 286 290 398 455 88 265 288 308 171 377 301 474 0 243 417 354 187 355 383 111 
419 192 104 204 233 197 199 159 263 380 307 176 277 141 246 392 382 73 325 326 154 284 185 214 171 83 281 327 344 210 136 237 243 0 282 121 349 272 157 148 
366 161 362 214 478 210 287 141 341 628 117 216 365 376 82 436 313 356 305 68 434 187 158 264 395 361 562 218 393 79 409 381 417 282 0 336 585 86 191 312 
537 295 57 170 310 167 320 195 384 440 393 291 398 240 326 513 497 126 443 358 142 389 190 149 271 98 294 433 465 257 107 120 354 121 336 0 421 353 153 267 
478 433 366 553 115 546 319 496 307 52 547 378 291 214 517 354 479 299 415 645 298 476 531 556 191 323 201 496 338 532 329 534 187 349 585 421 0 533 506 273 
280 100 367 268 433 262 220 171 266 579 41 155 290 335 27 353 227 343 219 153 426 101 206 317 348 355 538 132 311 121 408 422 355 272 86 353 533 0 231 260 
471 211 194 54 390 46 295 59 364 538 273 236 384 295 205 488 423 220 385 205 278 296 37 91 323 211 424 341 439 115 247 192 383 157 191 153 506 231 0 274 
296 160 237 328 174 320 70 244 120 319 278 106 130 86 243 246 270 166 205 375 242 217 287 350 90 196 303 248 200 267 244 385 111 148 312 267 273 260 274 0 
